age,initial_state,final_state,probability,mortality
114,3,5,9.50143059029e-07,4.75071642358e-07
115,3,5,1.40438510136e-07,7.02192575197e-08
116,3,5,1.80854278451e-08,9.042713911e-09
117,3,5,2.02001090429e-09,1.01000552366e-09
118,3,5,1.94803931027e-10,9.74019753741e-11
119,3,5,1.61472092532e-11,8.07365285738e-12
65,4,5,0.703000816022,0.455023684938
66,4,5,0.677106687707,0.431762978773
67,4,5,0.655138317175,0.412750748979
68,4,5,0.637400973132,0.397838039338
69,4,5,0.624005888926,0.386816413238
70,4,5,0.614920313951,0.379452108174
71,4,5,0.610009925214,0.375508146742
72,4,5,0.609070156069,0.374756172416
73,4,5,0.611846609325,0.376980425127
74,4,5,0.618046624799,0.381976234113
75,4,5,0.627344810266,0.389545096068
76,4,5,0.639385406441,0.399488057105
77,4,5,0.653784047873,0.411598817024
78,4,5,0.670130951036,0.425657724903
79,4,5,0.687996870575,0.441427596972
80,4,5,0.706942360796,0.458652016533
81,4,5,0.72653004018,0.477056446813
82,4,5,0.746338803005,0.496352110106
83,4,5,0.765978394553,0.516242203736
84,4,5,0.78510257676,0.536429699786
85,4,5,0.803419296319,0.556625774677
86,4,5,0.820696766825,0.576557875059
87,4,5,0.836765050192,0.595976547948
88,4,5,0.851513397837,0.614660406702
89,4,5,0.864884140374,0.632418907415
90,4,5,0.876864211494,0.649092906162
91,4,5,0.887475447219,0.664553204248
92,4,5,0.896764664096,0.678697438691
93,4,5,0.904794265732,0.691445735294
94,4,5,0.911633832577,0.702735526133
95,4,5,0.917352872273,0.712515865261
96,4,5,0.922014678735,0.720741479512
97,4,5,0.925671075501,0.727366684907
98,4,5,0.92835769431,0.732339196575
99,4,5,0.930089344877,0.735593768752
100,4,5,0.930854944067,0.737045524981
101,4,5,0.930611368135,0.736582779863
102,4,5,0.92927544723,0.734059117904
103,4,5,0.926713115631,0.729284495514
104,4,5,0.922724449978,0.722015198217
105,4,5,0.91702297791,0.711942675688
106,4,5,0.909207284486,0.698681703984
107,4,5,0.898722786266,0.681759189082
108,4,5,0.884812100847,0.660606571729
109,4,5,0.866454889755,0.634561755908
110,4,5,0.842304805576,0.602891457629
111,4,5,0.810646529349,0.56485235764
112,4,5,0.76942569723,0.519818468941
113,4,5,0.716451244106,0.467507036766
114,4,5,0.649915020393,0.408320205173
115,4,5,0.569343798043,0.343755989013
116,4,5,0.476850697603,0.276709392846
117,4,5,0.378019399457,0.211342532818
118,4,5,0.281336652524,0.15225985852
119,4,5,0.195696459049,0.103170283191
