age,0,1,2,3,4
65.0,0.860766234242,0.101299941365,0.0213389841675,0.0137407814412,0.00285405878424
66.0,0.826298963069,0.109018690747,0.0455755841618,0.0191067620225,0.0
67.0,0.784779014456,0.133589332962,0.0564636693061,0.0246984524798,0.000469530797182
68.0,0.72578689517,0.176217808781,0.0828710460915,0.0151242499576,0.0
69.0,0.771682454325,0.153657773001,0.0539019617303,0.019301530712,0.00145628023135
70.0,0.758129150867,0.179969186826,0.0507335559873,0.00865491285788,0.00251319346178
71.0,0.743706844466,0.169731570698,0.0665460806253,0.0172776849466,0.00273781926334
72.0,0.649779616705,0.209717328561,0.0729823794917,0.0656875179952,0.00183315724766
73.0,0.738218467888,0.135908364626,0.0697652931037,0.0538744194448,0.00223345493766
74.0,0.687212398945,0.189152375824,0.0879244768442,0.0350067361527,0.000704012234126
75.0,0.678783091818,0.151722918048,0.107262030397,0.0611822063311,0.00104975340525
76.0,0.551528897393,0.212402596401,0.159843710032,0.0762247961739,0.0
77.0,0.531435543084,0.295487528252,0.103173468526,0.0659740155542,0.00392944458353
78.0,0.463959961121,0.253177302578,0.193352246484,0.0762633331593,0.0132471566587
79.0,0.315049418589,0.388801228788,0.215732883404,0.0789155860465,0.00150088317238
80.0,0.405078353453,0.221208420951,0.251230758852,0.119159616524,0.00332285022016
81.0,0.500668233859,0.195815194523,0.189904809081,0.111592150603,0.00201961193381
82.0,0.324631246234,0.240897922992,0.333537579407,0.089359053973,0.0115741973941
83.0,0.350574079839,0.30004735848,0.247981219535,0.0974646646405,0.00393267750512
84.0,0.375227709177,0.277935095188,0.21145395265,0.129164613828,0.00621862915679
85.0,0.253202448291,0.248474671069,0.259136810114,0.23736589005,0.00182018047541
86.0,0.328409423621,0.209053636191,0.260991227464,0.199206757452,0.00233895527196
87.0,0.207346688279,0.203645986734,0.382904220452,0.197323536912,0.00877956762311
88.0,0.201788975227,0.131613632952,0.408809520349,0.246454720355,0.0113331511162
89.0,0.316319460449,0.112504486583,0.310641395868,0.234884983802,0.0256496732978
90.0,0.0540470802288,0.152179916951,0.634845940723,0.150764871226,0.00816219087069
91.0,0.0838822034064,0.0686995030595,0.348990414689,0.466833662627,0.0315942162182
92.0,0.0659138717801,0.48063485747,0.152538946158,0.292029321336,0.00888300325577
93.0,0.193494219745,0.0480012470113,0.366563170876,0.327260955837,0.0646804065309
94.0,0.0736739535705,0.0464212400153,0.57921884566,0.286254552793,0.0144314079616
95.0,0.270737298786,0.0356267955885,0.164525826926,0.445364618999,0.0837454597
96.0,0.0,0.0,0.523366668737,0.459795028293,0.0168383029697
97.0,0.0,0.0,0.209399975674,0.790600024326,0.0
98.0,0.0,0.0241340317873,0.297657965824,0.534363880934,0.143844121454
99.0,0.0,0.0446930315092,0.0,0.955306968491,0.0
100.0,0.0,1.0,0.0,0.0,0.0
101.0,0.0,0.0,0.828379832393,0.171620167607,0.0
102.0,0.0,0.0,1.0,0.0,0.0
103.0,0.0,0.0,0.0,0.0,1.0
106.0,0.0,0.0,0.0,1.0,0.0
