age,0,1,2,3,4
65,0.333333333333,0.666666666667,0.0,0.0,0.0
66,0.363636363636,0.537190082645,0.0909090909091,0.0,0.00826446280992
67,0.4140625,0.4765625,0.109375,0.0,0.0
68,0.308988764045,0.544943820225,0.129213483146,0.0168539325843,0.0
69,0.315315315315,0.576576576577,0.0990990990991,0.00900900900901,0.0
70,0.305263157895,0.515789473684,0.147368421053,0.0315789473684,0.0
71,0.266666666667,0.546666666667,0.16,0.0266666666667,0.0
72,0.180555555556,0.666666666667,0.138888888889,0.0138888888889,0.0
73,0.223880597015,0.597014925373,0.149253731343,0.0298507462687,0.0
74,0.274193548387,0.491935483871,0.225806451613,0.00806451612903,0.0
75,0.136842105263,0.547368421053,0.284210526316,0.0210526315789,0.0105263157895
76,0.112,0.584,0.272,0.024,0.008
77,0.114285714286,0.514285714286,0.352380952381,0.00952380952381,0.00952380952381
78,0.0420168067227,0.512605042017,0.394957983193,0.0420168067227,0.00840336134454
79,0.0744680851064,0.510638297872,0.36170212766,0.0531914893617,0.0
80,0.0618556701031,0.463917525773,0.39175257732,0.0824742268041,0.0
81,0.0694444444444,0.388888888889,0.5,0.0416666666667,0.0
82,0.0945945945946,0.513513513514,0.324324324324,0.0675675675676,0.0
83,0.0185185185185,0.277777777778,0.537037037037,0.148148148148,0.0185185185185
84,0.0,0.295774647887,0.647887323944,0.0281690140845,0.0281690140845
85,0.0277777777778,0.361111111111,0.555555555556,0.0555555555556,0.0
86,0.0,0.288461538462,0.634615384615,0.0384615384615,0.0384615384615
87,0.0238095238095,0.047619047619,0.761904761905,0.166666666667,0.0
88,0.0,0.255813953488,0.627906976744,0.093023255814,0.0232558139535
89,0.037037037037,0.259259259259,0.555555555556,0.148148148148,0.0
90,0.0,0.111111111111,0.740740740741,0.111111111111,0.037037037037
91,0.0,0.111111111111,0.666666666667,0.166666666667,0.0555555555556
92,0.0,0.0833333333333,0.833333333333,0.0833333333333,0.0
93,0.0,0.0909090909091,0.545454545455,0.363636363636,0.0
94,0.0,0.111111111111,0.444444444444,0.222222222222,0.222222222222
95,0.0,0.0,1.0,0.0,0.0
96,0.0,0.0,0.5,0.5,0.0
97,0.0,0.5,0.0,0.5,0.0
101,0.0,0.0,0.5,0.0,0.5
